DateTime_frmt,sno,i,DateTime,Ask,Bid,tick,sema,lema,slema,o,h,l,c,switch_point,h_line_1,l_line_1,h_line_2,l_line_2,h_line_3,l_line_3,m,b
2021-01-05 02:40:13.489,589,0,20210105 02:40:13.489,1.22701,1.22698,1.226995,1.226969,1.226044,1.22675,,,,,0,,,,,,,,
2021-01-05 02:40:13.742,590,0,20210105 02:40:13.742,1.227,1.22698,1.22699,1.226971,1.226045,1.226752,,,,,0,,,,,,,,
2021-01-05 02:40:13.843,591,0,20210105 02:40:13.843,1.227,1.22697,1.226985,1.226972,1.226045,1.226753,,,,,0,,,,,,,,
2021-01-05 02:40:14.996,592,0,20210105 02:40:14.996,1.22699,1.22697,1.22698,1.226973,1.226045,1.226755,,,,,0,,,,,,,,
2021-01-05 02:40:15.567,593,0,20210105 02:40:15.567,1.22701,1.22696,1.226985,1.226975,1.226046,1.226756,,,,,0,,,,,,,,
2021-01-05 02:40:16.749,594,0,20210105 02:40:16.749,1.227,1.22696,1.22698,1.226976,1.226046,1.226758,,,,,0,,,,,,,,
2021-01-05 02:40:16.851,595,0,20210105 02:40:16.851,1.22701,1.22697,1.22699,1.226977,1.226047,1.226759,,,,,0,,,,,,,,
2021-01-05 02:40:18.620,596,0,20210105 02:40:18.620,1.227,1.22697,1.226985,1.226978,1.226047,1.226761,,,,,0,,,,,,,,
2021-01-05 02:40:18.772,597,0,20210105 02:40:18.772,1.22699,1.22697,1.22698,1.226979,1.226048,1.226762,,,,,0,,,,,,,,
2021-01-05 02:40:18.986,598,0,20210105 02:40:18.986,1.227,1.22697,1.226985,1.22698,1.226048,1.226764,,,,,0,,,,,,,,
2021-01-05 02:40:19.184,599,0,20210105 02:40:19.184,1.227,1.22696,1.22698,1.226981,1.226048,1.226765,,,,,0,,,,,,,,
2021-01-05 02:40:19.285,600,0,20210105 02:40:19.285,1.22698,1.22696,1.22697,1.226981,1.226049,1.226767,,,,,0,,,,,,,,
2021-01-05 02:40:19.387,601,0,20210105 02:40:19.387,1.22697,1.22693,1.22695,1.22698,1.226049,1.226768,,,,,0,,,,,,,,
2021-01-05 02:40:19.489,602,0,20210105 02:40:19.489,1.22696,1.22693,1.226945,1.226979,1.22605,1.226769,,,,,0,,,,,,,,
2021-01-05 02:40:20.038,603,0,20210105 02:40:20.038,1.22696,1.22692,1.22694,1.226978,1.22605,1.22677,,,,,0,,,,,,,,
2021-01-05 02:40:21.765,604,0,20210105 02:40:21.765,1.22695,1.22692,1.226935,1.226977,1.22605,1.226772,,,,,0,,,,,,,,
2021-01-05 02:40:22.204,605,0,20210105 02:40:22.204,1.22696,1.22692,1.22694,1.226976,1.226051,1.226773,,,,,0,,,,,,,,
2021-01-05 02:40:22.545,606,0,20210105 02:40:22.545,1.22694,1.22692,1.22693,1.226974,1.226051,1.226774,,,,,0,,,,,,,,
2021-01-05 02:40:22.596,607,0,20210105 02:40:22.596,1.22692,1.2269,1.22691,1.226972,1.226052,1.226775,,,,,0,,,,,,,,
2021-01-05 02:40:22.698,608,0,20210105 02:40:22.698,1.22692,1.22688,1.2269,1.22697,1.226052,1.226776,,,,,0,,,,,,,,
2021-01-05 02:40:22.799,609,0,20210105 02:40:22.799,1.22691,1.22687,1.22689,1.226967,1.226052,1.226777,,,,,0,,,,,,,,
2021-01-05 02:40:23.874,610,0,20210105 02:40:23.874,1.2269,1.22687,1.226885,1.226964,1.226053,1.226778,,,,,0,,,,,,,,
2021-01-05 02:40:23.977,611,0,20210105 02:40:23.977,1.22689,1.22686,1.226875,1.226961,1.226053,1.226778,,,,,0,,,,,,,,
2021-01-05 02:40:24.079,612,0,20210105 02:40:24.079,1.22689,1.22685,1.22687,1.226958,1.226053,1.226779,,,,,0,,,,,,,,
2021-01-05 02:40:24.181,613,0,20210105 02:40:24.181,1.22689,1.22686,1.226875,1.226955,1.226054,1.22678,,,,,0,,,,,,,,
2021-01-05 02:40:28.722,614,0,20210105 02:40:28.722,1.2269,1.22686,1.22688,1.226952,1.226054,1.226781,,,,,0,,,,,,,,
2021-01-05 02:40:28.823,615,0,20210105 02:40:28.823,1.22691,1.22686,1.226885,1.226949,1.226055,1.226782,,,,,0,,,,,,,,
2021-01-05 02:40:28.925,616,0,20210105 02:40:28.925,1.2269,1.22686,1.22688,1.226947,1.226055,1.226782,,,,,0,,,,,,,,
2021-01-05 02:40:29.339,617,0,20210105 02:40:29.339,1.22689,1.22685,1.22687,1.226944,1.226055,1.226783,,,,,0,,,,,,,,
2021-01-05 02:40:29.643,618,0,20210105 02:40:29.643,1.22689,1.22686,1.226875,1.226941,1.226056,1.226784,,,,,0,,,,,,,,
2021-01-05 02:40:32.579,619,0,20210105 02:40:32.579,1.2269,1.22686,1.22688,1.226938,1.226056,1.226785,,,,,0,,,,,,,,
2021-01-05 02:40:32.781,620,0,20210105 02:40:32.781,1.22689,1.22686,1.226875,1.226936,1.226056,1.226785,,,,,0,,,,,,,,
2021-01-05 02:40:32.901,621,0,20210105 02:40:32.901,1.22688,1.22686,1.22687,1.226933,1.226057,1.226786,,,,,0,,,,,,,,
2021-01-05 02:40:34.845,622,0,20210105 02:40:34.845,1.2269,1.22686,1.22688,1.226931,1.226057,1.226787,,,,,0,,,,,,,,
2021-01-05 02:40:35.967,623,0,20210105 02:40:35.967,1.22689,1.22688,1.226885,1.226929,1.226057,1.226787,,,,,0,,,,,,,,
2021-01-05 02:40:36.068,624,0,20210105 02:40:36.068,1.2269,1.22688,1.22689,1.226927,1.226058,1.226788,,,,,0,,,,,,,,
2021-01-05 02:40:41.348,625,0,20210105 02:40:41.348,1.22691,1.22688,1.226895,1.226926,1.226058,1.226789,,,,,0,,,,,,,,
2021-01-05 02:40:42.982,626,0,20210105 02:40:42.982,1.22691,1.22687,1.22689,1.226924,1.226059,1.22679,,,,,0,,,,,,,,
2021-01-05 02:40:51.114,627,0,20210105 02:40:51.114,1.22689,1.22685,1.22687,1.226922,1.226059,1.22679,,,,,0,,,,,,,,
2021-01-05 02:40:51.216,628,0,20210105 02:40:51.216,1.22687,1.22685,1.22686,1.226919,1.226059,1.226791,,,,,0,,,,,,,,
2021-01-05 02:40:51.318,629,0,20210105 02:40:51.318,1.22686,1.22683,1.226845,1.226916,1.22606,1.226791,,,,,0,,,,,,,,
2021-01-05 02:40:52.838,630,0,20210105 02:40:52.838,1.22684,1.22683,1.226835,1.226913,1.22606,1.226792,,,,,0,,,,,,,,
2021-01-05 02:40:52.939,631,0,20210105 02:40:52.939,1.22685,1.22681,1.22683,1.226909,1.22606,1.226792,,,,,0,,,,,,,,
2021-01-05 02:40:53.283,632,0,20210105 02:40:53.283,1.22686,1.22681,1.226835,1.226906,1.226061,1.226793,,,,,0,,,,,,,,
2021-01-05 02:40:57.329,633,0,20210105 02:40:57.329,1.22685,1.22681,1.22683,1.226903,1.226061,1.226793,,,,,0,,,,,,,,
2021-01-05 02:40:57.431,634,0,20210105 02:40:57.431,1.22684,1.2268,1.22682,1.226899,1.226061,1.226793,,,,,0,,,,,,,,
2021-01-05 02:40:57.532,635,0,20210105 02:40:57.532,1.22683,1.22679,1.22681,1.226895,1.226062,1.226794,,,1.22681,1.22681,0,,,,,,,,
2021-01-05 02:41:00.870,636,0,20210105 02:41:00.870,1.22682,1.22679,1.226805,1.226891,1.226062,1.226794,1.226805,,,,0,,,,,,,,
2021-01-05 02:41:05.168,637,0,20210105 02:41:05.168,1.22682,1.22678,1.2268,1.226887,1.226062,1.226794,,,,,0,,,,,,,,
2021-01-05 02:41:05.371,638,0,20210105 02:41:05.371,1.22683,1.22678,1.226805,1.226883,1.226063,1.226794,,,,,0,,,,,,,,
