date,time,instrument,ordr_type,units,profit_pips,close_reason,orderID,end_reason,short_moving_window,long_moving_window,lists_size,loss_limit_num,profit_target,price_allowed_buffer,max_skips,consecutive_losses
2020-07-07,07:32:32,EUR_USD,short,1,0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3045,Take_profit,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:35:35,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3051,Take_profit,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:37:46,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3057,direction_change,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:38:43,EUR_USD,long,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3063,direction_change,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:40:02,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3069,direction_change,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:40:32,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3075,direction_change,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:42:48,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3081,Take_profit,25,800,300,3,2e-05,0.3,1,2
2020-07-07,07:45:15,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3087,direction_change,25,800,300,3,2e-05,0.3,1,2
2020-07-07,09:42:50,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3099,direction_change,20,1000,300,3,2e-05,0.3,1,2
2020-07-07,09:45:58,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3105,direction_change,20,1000,300,3,2e-05,0.3,1,2
2020-07-09,05:31:49,EUR_USD,short,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3131,Take_profit,20,100,100,3,2e-05,0.3,1,2
2020-07-09,08:18:41,EUR_USD,short,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3137,Take_profit,20,700,300,3,2e-05,0.3,1,2
2020-07-09,08:26:09,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3143,direction_change,20,700,300,3,2e-05,0.3,1,2
2020-07-09,08:28:01,EUR_USD,long,1,-0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3149,direction_change,20,700,300,3,2e-05,0.3,1,2
2020-07-09,10:32:09,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3163,direction_change,20,700,300,3,2e-05,0.2,1,2
2020-07-09,10:32:48,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3169,direction_change,20,700,300,3,2e-05,0.2,1,2
2020-07-09,10:34:28,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3175,direction_change,20,700,300,3,2e-05,0.2,1,2
2020-07-09,12:14:28,EUR_USD,long,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3181,direction_change,20,500,100,3,2e-05,0.2,1,2
2020-07-10,06:22:11,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3199,Take_profit,20,500,100,3,2e-05,0.2,1,2
2020-07-10,06:46:48,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3205,direction_change,20,500,100,3,2e-05,0.2,1,2
2020-07-10,06:50:22,EUR_USD,short,1,0.0007,MARKET_ORDER_POSITION_CLOSEOUT,3220,Take_profit,20,500,100,3,2e-05,0.2,1,2
2020-07-10,07:52:19,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3229,direction_change,15,750,300,3,2e-05,0.2,1,2
2020-07-10,09:17:17,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3235,direction_change,15,500,100,3,2e-05,0.2,1,2
2020-07-10,09:17:50,EUR_USD,long,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3241,direction_change,15,500,100,3,2e-05,0.2,1,2
2020-07-10,10:06:38,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3253,Take_profit,15,500,100,3,2e-05,0.2,1,2
2020-07-10,10:08:47,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3259,Take_profit,15,500,100,3,2e-05,0.2,1,2
2020-07-10,10:10:47,EUR_USD,long,1,-0.0004,STOP_LOSS_ORDER,3264,direction_change,15,500,100,3,2e-05,0.2,1,2
2020-07-10,10:11:13,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3269,direction_change,15,500,100,3,2e-05,0.2,1,2
2020-07-10,10:11:19,EUR_USD,long,1,-0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3275,direction_change,15,500,100,3,2e-05,0.2,1,2
2020-07-10,11:17:21,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3294,direction_change,10,500,100,3,2e-05,0.2,1,2
2020-07-10,12:05:47,EUR_USD,short,1,-0.0004,STOP_LOSS_ORDER,3299,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,12:53:36,EUR_USD,short,1,-0.0004,MARKET_ORDER_POSITION_CLOSEOUT,3308,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,12:54:05,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3314,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,12:59:54,EUR_USD,long,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3326,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:01:18,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3334,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:02:39,EUR_USD,long,1,0.0004,MARKET_ORDER_POSITION_CLOSEOUT,3343,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:04:47,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3354,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:05:28,EUR_USD,long,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3360,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:07:26,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3370,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,13:08:13,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3376,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-10,14:48:46,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3392,direction_change,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:50:08,EUR_USD,long,1,-0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3401,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:53:00,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3408,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:54:29,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3414,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:56:13,EUR_USD,short,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3426,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:57:56,EUR_USD,short,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3434,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,14:59:18,EUR_USD,short,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3444,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,15:02:44,EUR_USD,short,1,-0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3466,direction_change,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,15:10:01,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3480,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-10,15:14:49,EUR_USD,short,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3490,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-13,08:42:09,EUR_USD,short,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3510,Take_profit,10,1000,300,2,2e-05,0.2,1,2
2020-07-13,11:18:20,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3522,direction_change,10,200,100,2,2e-05,0.2,1,2
2020-07-13,11:20:03,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3528,Take_profit,10,200,100,2,2e-05,0.2,1,2
2020-07-13,11:21:11,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3534,direction_change,10,200,100,2,2e-05,0.2,1,2
2020-07-13,12:41:13,EUR_USD,long,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3554,direction_change,10,500,100,3,2e-05,0.2,1,2
2020-07-13,12:45:43,EUR_USD,long,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3560,direction_change,10,500,100,3,2e-05,0.2,1,2
2020-07-14,11:11:02,EUR_USD,short,1,0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3566,Take_profit,10,500,100,3,2e-05,0.2,1,2
2020-07-14,11:11:38,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3576,direction_change,10,500,100,3,2e-05,0.2,1,2
2020-07-14,11:12:35,EUR_USD,short,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3582,Take_profit,10,500,100,3,2e-05,0.2,1,2
2020-07-15,03:45:36,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3594,direction_change,10,200,100,3,2e-05,0.2,1,2
2020-07-15,03:45:40,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3600,direction_change,10,200,100,3,2e-05,0.2,1,2
2020-07-15,05:00:15,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3606,direction_change,10,100,100,3,2e-05,0.2,1,2
2020-07-15,06:44:42,EUR_USD,long,1,0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3612,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,07:42:47,EUR_USD,long,1,0.0014,MARKET_ORDER_POSITION_CLOSEOUT,3638,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,07:43:26,EUR_USD,short,1,-0.0003,MARKET_ORDER_POSITION_CLOSEOUT,3648,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:24:55,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3722,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:25:10,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3728,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:26:06,EUR_USD,long,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3734,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:28:54,EUR_USD,long,1,0.0,MARKET_ORDER_POSITION_CLOSEOUT,3743,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:35:40,EUR_USD,long,1,0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3750,Take_profit,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:37:29,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3756,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:39:43,EUR_USD,short,1,-0.0002,MARKET_ORDER_POSITION_CLOSEOUT,3766,direction_change,10,1000,300,3,2e-05,0.2,1,2
2020-07-15,11:40:09,EUR_USD,short,1,-0.0001,MARKET_ORDER_POSITION_CLOSEOUT,3772,direction_change,10,1000,300,3,2e-05,0.2,1,2
