,AvgGain,AvgLoss,DownPrice,RSI,RSI_List,RS_List,UpPrice,ask_price,bid_price,buffer_profit,close_response,create_order,current_open_order,date_val,instrument,iter_max,limit_iters,long_positions,max_profit,max_rsi,min_rsi,order_ask_price,order_bid_price,order_num,order_response,order_val,pip_size,positions_info,profit_val,rsi_len,rsi_ob,rsi_os,rsi_status,short_positions,spread,start_hedge_pip,stop_loss,stop_loss_pip,stop_price,take_profit_pip,tick_list,tick_price,time_fraction,time_val
0,"deque([2.3750000000016813e-05, 2.1111111111126056e-05, 2.0500000000001074e-05, 1.9545454545461478e-05, 1.9166666666662707e-05, 1.7692307692304035e-05, 1.7142857142858426e-05, 1.7142857142858426e-05, 1.5357142857116584e-05, 1.5357142857116584e-05, 1.4285714285696852e-05, 1.3571428571406458e-05, 1.2857142857131925e-05, 1.3928571428551656e-05])","deque([1.2499999999804334e-06, 1.1111111110937187e-06, 9.999999999843468e-07, 9.090909090766789e-07, 8.333333333202889e-07, 1.538461538454537e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 2.1428571428394605e-06, 3.5714285714043877e-06, 2.857142857129854e-06])","deque([0, 0, 0, 0, 0, 1.0000000000065512e-05, 0, 0, 0, 0, 0, 9.999999999843467e-06, 1.999999999990898e-05, 0])",82.97872340429954,"deque([95.00000000007772, 95.00000000007772, 95.34883720937198, 95.55555555562354, 95.83333333339502, 92.00000000003197, 92.30769230772515, 92.30769230772515, 91.48936170214978, 91.48936170214978, 90.90909090911843, 86.36363636371435, 78.26086956531813, 82.97872340429954])","deque([19.000000000310862, 19.00000000031086, 20.500000000321965, 21.50000000034417, 23.000000000355275, 11.50000000004996, 12.000000000055511, 12.000000000055511, 10.750000000030532, 10.750000000030532, 10.000000000033307, 6.333333333375275, 3.6000000000213164, 4.875000000015266])","deque([0.00011500000000008725, 0, 1.4999999999876223e-05, 1.0000000000065512e-05, 1.4999999999876223e-05, 0, 1.0000000000065512e-05, 0, 1.4999999999876223e-05, 0, 0, 0, 0, 1.4999999999876223e-05])",1.18262,1.18255,5e-05,0.0,short,short,2020-11-13,EUR_USD,180.0,0.0,0.0,0.0,0.0,100.0,0.0,1.18257,1.0,"{'orderCreateTransaction': {'id': '1123', 'accountID': '101-003-15069707-003', 'userID': 15069707, 'batchID': '1123', 'requestID': '78790635904426884', 'time': '2020-11-13T15:44:34.711818102Z', 'type': 'MARKET_ORDER', 'instrument': 'EUR_USD', 'units': '-1', 'timeInForce': 'FOK', 'positionFill': 'DEFAULT', 'stopLossOnFill': {'price': '1.18456', 'timeInForce': 'GTC'}, 'reason': 'CLIENT_ORDER'}, 'orderFillTransaction': {'id': '1124', 'accountID': '101-003-15069707-003', 'userID': 15069707, 'batchID': '1123', 'requestID': '78790635904426884', 'time': '2020-11-13T15:44:34.711818102Z', 'type': 'ORDER_FILL', 'orderID': '1123', 'instrument': 'EUR_USD', 'units': '-1', 'requestedUnits': '-1', 'price': '1.18257', 'pl': '0.0000', 'quotePL': '0', 'financing': '0.0000', 'baseFinancing': '0', 'commission': '0.0000', 'accountBalance': '99.9547', 'gainQuoteHomeConversionFactor': '1.34117045', 'lossQuoteHomeConversionFactor': '1.35464955', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0000', 'fullVWAP': '1.18257', 'reason': 'MARKET_ORDER', 'tradeOpened': {'price': '1.18257', 'tradeID': '1124', 'units': '-1', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0000', 'initialMarginRequired': '0.0797'}, 'fullPrice': {'closeoutBid': '1.18254', 'closeoutAsk': '1.18266', 'timestamp': '2020-11-13T15:44:34.070740844Z', 'bids': [{'price': '1.18257', 'liquidity': '3000000'}, {'price': '1.18256', 'liquidity': '2000000'}, {'price': '1.18254', 'liquidity': '5000000'}], 'asks': [{'price': '1.18263', 'liquidity': '1000000'}, {'price': '1.18264', 'liquidity': '2000000'}, {'price': '1.18265', 'liquidity': '2000000'}, {'price': '1.18266', 'liquidity': '5000000'}]}, 'homeConversionFactors': {'gainQuoteHome': {'factor': '1.34117045'}, 'lossQuoteHome': {'factor': '1.35464955'}, 'gainBaseHome': {'factor': '1.58604990'}, 'lossBaseHome': {'factor': '1.60199010'}}}, 'relatedTransactionIDs': ['1123', '1124', '1125'], 'lastTransactionID': '1125'}",-1.0,0.0001,"{'positions': [{'instrument': 'EUR_USD', 'long': {'units': '0', 'pl': '-0.0046', 'resettablePL': '-0.0046', 'financing': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'unrealizedPL': '0.0000'}, 'short': {'units': '-1', 'averagePrice': '1.18257', 'pl': '-0.0075', 'resettablePL': '-0.0075', 'financing': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'tradeIDs': ['1124'], 'unrealizedPL': '-0.0001'}, 'pl': '-0.0121', 'resettablePL': '-0.0121', 'financing': '0.0000', 'commission': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'unrealizedPL': '-0.0001', 'marginUsed': '0.0266'}], 'lastTransactionID': '1125'}",-3.0000000000196536e-05,14.0,70.0,30.0,OB,1.0,7.00000000000145e-05,0.0002,20.0,0.002,1.18456,5e-05,"deque([1.1825450000000002, 1.1825450000000002, 1.18256, 1.1825700000000001, 1.182585, 1.182575, 1.182585, 1.182585, 1.1825999999999999, 1.1825999999999999, 1.1825999999999999, 1.18259, 1.1825700000000001, 1.182585])",1.182585,172297582Z,15:44:38
1,"deque([2.3750000000016813e-05, 2.1111111111126056e-05, 2.0500000000001074e-05, 1.9545454545461478e-05, 1.9166666666662707e-05, 1.7692307692304035e-05, 1.7142857142858426e-05, 1.7142857142858426e-05, 1.5357142857116584e-05, 1.5357142857116584e-05, 1.4285714285696852e-05, 1.3571428571406458e-05, 1.2857142857131925e-05, 1.3928571428551656e-05])","deque([1.2499999999804334e-06, 1.1111111110937187e-06, 9.999999999843468e-07, 9.090909090766789e-07, 8.333333333202889e-07, 1.538461538454537e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 1.428571428564927e-06, 2.1428571428394605e-06, 3.5714285714043877e-06, 2.857142857129854e-06])","deque([0, 0, 0, 0, 0, 1.0000000000065512e-05, 0, 0, 0, 0, 0, 9.999999999843467e-06, 1.999999999990898e-05, 0])",82.97872340429954,"deque([95.00000000007772, 95.00000000007772, 95.34883720937198, 95.55555555562354, 95.83333333339502, 92.00000000003197, 92.30769230772515, 92.30769230772515, 91.48936170214978, 91.48936170214978, 90.90909090911843, 86.36363636371435, 78.26086956531813, 82.97872340429954])","deque([19.000000000310862, 19.00000000031086, 20.500000000321965, 21.50000000034417, 23.000000000355275, 11.50000000004996, 12.000000000055511, 12.000000000055511, 10.750000000030532, 10.750000000030532, 10.000000000033307, 6.333333333375275, 3.6000000000213164, 4.875000000015266])","deque([0.00011500000000008725, 0, 1.4999999999876223e-05, 1.0000000000065512e-05, 1.4999999999876223e-05, 0, 1.0000000000065512e-05, 0, 1.4999999999876223e-05, 0, 0, 0, 0, 1.4999999999876223e-05])",1.18262,1.18255,5e-05,0.0,short,short,2020-11-13,EUR_USD,180.0,0.0,0.0,0.0,0.0,100.0,0.0,1.18257,1.0,"{'orderCreateTransaction': {'id': '1123', 'accountID': '101-003-15069707-003', 'userID': 15069707, 'batchID': '1123', 'requestID': '78790635904426884', 'time': '2020-11-13T15:44:34.711818102Z', 'type': 'MARKET_ORDER', 'instrument': 'EUR_USD', 'units': '-1', 'timeInForce': 'FOK', 'positionFill': 'DEFAULT', 'stopLossOnFill': {'price': '1.18456', 'timeInForce': 'GTC'}, 'reason': 'CLIENT_ORDER'}, 'orderFillTransaction': {'id': '1124', 'accountID': '101-003-15069707-003', 'userID': 15069707, 'batchID': '1123', 'requestID': '78790635904426884', 'time': '2020-11-13T15:44:34.711818102Z', 'type': 'ORDER_FILL', 'orderID': '1123', 'instrument': 'EUR_USD', 'units': '-1', 'requestedUnits': '-1', 'price': '1.18257', 'pl': '0.0000', 'quotePL': '0', 'financing': '0.0000', 'baseFinancing': '0', 'commission': '0.0000', 'accountBalance': '99.9547', 'gainQuoteHomeConversionFactor': '1.34117045', 'lossQuoteHomeConversionFactor': '1.35464955', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0000', 'fullVWAP': '1.18257', 'reason': 'MARKET_ORDER', 'tradeOpened': {'price': '1.18257', 'tradeID': '1124', 'units': '-1', 'guaranteedExecutionFee': '0.0000', 'quoteGuaranteedExecutionFee': '0', 'halfSpreadCost': '0.0000', 'initialMarginRequired': '0.0797'}, 'fullPrice': {'closeoutBid': '1.18254', 'closeoutAsk': '1.18266', 'timestamp': '2020-11-13T15:44:34.070740844Z', 'bids': [{'price': '1.18257', 'liquidity': '3000000'}, {'price': '1.18256', 'liquidity': '2000000'}, {'price': '1.18254', 'liquidity': '5000000'}], 'asks': [{'price': '1.18263', 'liquidity': '1000000'}, {'price': '1.18264', 'liquidity': '2000000'}, {'price': '1.18265', 'liquidity': '2000000'}, {'price': '1.18266', 'liquidity': '5000000'}]}, 'homeConversionFactors': {'gainQuoteHome': {'factor': '1.34117045'}, 'lossQuoteHome': {'factor': '1.35464955'}, 'gainBaseHome': {'factor': '1.58604990'}, 'lossBaseHome': {'factor': '1.60199010'}}}, 'relatedTransactionIDs': ['1123', '1124', '1125'], 'lastTransactionID': '1125'}",-1.0,0.0001,"{'positions': [{'instrument': 'EUR_USD', 'long': {'units': '0', 'pl': '-0.0046', 'resettablePL': '-0.0046', 'financing': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'unrealizedPL': '0.0000'}, 'short': {'units': '-1', 'averagePrice': '1.18257', 'pl': '-0.0075', 'resettablePL': '-0.0075', 'financing': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'tradeIDs': ['1124'], 'unrealizedPL': '-0.0001'}, 'pl': '-0.0121', 'resettablePL': '-0.0121', 'financing': '0.0000', 'commission': '0.0000', 'dividendAdjustment': '0.0000', 'guaranteedExecutionFees': '0.0000', 'unrealizedPL': '-0.0001', 'marginUsed': '0.0266'}], 'lastTransactionID': '1125'}",-3.0000000000196536e-05,14.0,70.0,30.0,OB,1.0,7.00000000000145e-05,0.0002,20.0,0.002,1.18456,5e-05,"deque([1.1825450000000002, 1.1825450000000002, 1.18256, 1.1825700000000001, 1.182585, 1.182575, 1.182585, 1.182585, 1.1825999999999999, 1.1825999999999999, 1.1825999999999999, 1.18259, 1.1825700000000001, 1.182585])",1.182585,172297582Z,15:44:38
