T,O,H,L,C,V
2019-09-30 01:00:00+00:00,107.908,108.008,107.891,107.933,1119.0
2019-09-30 02:00:00+00:00,107.935,107.956,107.892,107.952,433.0
2019-09-30 03:00:00+00:00,107.955,107.956,107.909,107.947,333.0
2019-09-30 04:00:00+00:00,107.944,107.962,107.848,107.88,392.0
2019-09-30 05:00:00+00:00,107.882,107.89,107.754,107.778,666.0
2019-09-30 06:00:00+00:00,107.78,107.87,107.776,107.826,900.0
2019-09-30 07:00:00+00:00,107.823,107.862,107.744,107.862,955.0
2019-09-30 08:00:00+00:00,107.86,107.91,107.842,107.902,868.0
2019-09-30 09:00:00+00:00,107.905,107.978,107.886,107.972,592.0
2019-09-30 10:00:00+00:00,107.974,107.976,107.92,107.928,303.0
2019-09-30 11:00:00+00:00,107.926,107.982,107.887,107.956,443.0
2019-09-30 12:00:00+00:00,107.954,108.096,107.954,107.996,1075.0
2019-09-30 13:00:00+00:00,107.992,108.099,107.966,108.026,1357.0
2019-09-30 14:00:00+00:00,108.023,108.106,107.926,108.076,1448.0
2019-09-30 15:00:00+00:00,108.078,108.148,108.004,108.114,1361.0
2019-09-30 16:00:00+00:00,108.112,108.147,108.064,108.145,566.0
2019-09-30 17:00:00+00:00,108.148,108.179,108.116,108.12,502.0
2019-09-30 18:00:00+00:00,108.118,108.144,108.058,108.08,436.0
2019-09-30 19:00:00+00:00,108.082,108.121,108.058,108.114,571.0
2019-09-30 20:00:00+00:00,108.116,108.146,108.068,108.074,162.0
2019-09-30 21:00:00+00:00,108.086,108.13,108.06,108.082,154.0
2019-09-30 22:00:00+00:00,108.079,108.085,108.05,108.073,131.0
2019-09-30 23:00:00+00:00,108.071,108.102,108.058,108.06,207.0
2019-10-01 00:00:00+00:00,108.058,108.172,108.044,108.146,556.0
2019-10-01 01:00:00+00:00,108.144,108.228,108.125,108.197,624.0
2019-10-01 02:00:00+00:00,108.2,108.226,108.187,108.218,330.0
2019-10-01 03:00:00+00:00,108.22,108.266,108.196,108.258,326.0
2019-10-01 04:00:00+00:00,108.261,108.296,108.232,108.234,460.0
2019-10-01 05:00:00+00:00,108.237,108.254,108.178,108.18,445.0
2019-10-01 06:00:00+00:00,108.178,108.292,108.168,108.242,549.0
2019-10-01 07:00:00+00:00,108.24,108.43,108.216,108.347,973.0
2019-10-01 08:00:00+00:00,108.345,108.47,108.323,108.407,906.0
2019-10-01 09:00:00+00:00,108.405,108.414,108.326,108.35,630.0
2019-10-01 10:00:00+00:00,108.348,108.376,108.236,108.286,569.0
2019-10-01 11:00:00+00:00,108.288,108.356,108.226,108.356,431.0
2019-10-01 12:00:00+00:00,108.354,108.421,108.269,108.367,587.0
2019-10-01 13:00:00+00:00,108.364,108.45,108.306,108.39,1122.0
2019-10-01 14:00:00+00:00,108.388,108.388,107.822,107.846,5181.0
2019-10-01 15:00:00+00:00,107.848,107.862,107.652,107.71,2183.0
2019-10-01 16:00:00+00:00,107.706,107.754,107.628,107.695,1783.0
2019-10-01 17:00:00+00:00,107.692,107.76,107.64,107.7,1215.0
2019-10-01 18:00:00+00:00,107.702,107.781,107.654,107.734,930.0
2019-10-01 19:00:00+00:00,107.73,107.781,107.686,107.706,974.0
2019-10-01 20:00:00+00:00,107.708,107.755,107.68,107.752,255.0
2019-10-01 21:00:00+00:00,107.744,107.766,107.734,107.76,42.0
2019-10-01 22:00:00+00:00,107.763,107.763,107.704,107.754,447.0
2019-10-01 23:00:00+00:00,107.756,107.758,107.7,107.748,439.0
2019-10-02 00:00:00+00:00,107.75,107.762,107.646,107.706,828.0
2019-10-02 01:00:00+00:00,107.71,107.74,107.648,107.733,690.0
2019-10-02 02:00:00+00:00,107.731,107.788,107.702,107.778,471.0
2019-10-02 03:00:00+00:00,107.776,107.892,107.772,107.874,398.0
2019-10-02 04:00:00+00:00,107.877,107.882,107.818,107.832,379.0
2019-10-02 05:00:00+00:00,107.83,107.871,107.786,107.802,496.0
2019-10-02 06:00:00+00:00,107.805,107.842,107.763,107.764,554.0
2019-10-02 07:00:00+00:00,107.766,107.792,107.552,107.678,1574.0
2019-10-02 08:00:00+00:00,107.681,107.733,107.573,107.651,976.0
2019-10-02 09:00:00+00:00,107.648,107.695,107.586,107.646,846.0
2019-10-02 10:00:00+00:00,107.648,107.692,107.56,107.593,713.0
2019-10-02 11:00:00+00:00,107.59,107.598,107.496,107.532,801.0
2019-10-02 12:00:00+00:00,107.534,107.603,107.422,107.426,1444.0
2019-10-02 13:00:00+00:00,107.428,107.53,107.366,107.421,1919.0
2019-10-02 14:00:00+00:00,107.418,107.494,107.262,107.341,2277.0
2019-10-02 15:00:00+00:00,107.339,107.362,107.154,107.214,1657.0
2019-10-02 16:00:00+00:00,107.212,107.256,107.108,107.111,1157.0
2019-10-02 17:00:00+00:00,107.109,107.209,107.048,107.1,1219.0
2019-10-02 18:00:00+00:00,107.098,107.228,107.087,107.201,1053.0
2019-10-02 19:00:00+00:00,107.204,107.23,107.159,107.208,883.0
2019-10-02 20:00:00+00:00,107.21,107.213,107.136,107.182,353.0
2019-10-02 21:00:00+00:00,107.188,107.21,107.148,107.162,148.0
2019-10-02 22:00:00+00:00,107.158,107.188,107.15,107.178,2240.0
2019-10-02 23:00:00+00:00,107.176,107.21,107.161,107.164,420.0
2019-10-03 00:00:00+00:00,107.166,107.168,106.966,107.034,1227.0
2019-10-03 01:00:00+00:00,107.032,107.164,107.03,107.124,723.0
2019-10-03 02:00:00+00:00,107.122,107.173,107.098,107.11,478.0
2019-10-03 03:00:00+00:00,107.112,107.191,107.112,107.16,405.0
2019-10-03 04:00:00+00:00,107.158,107.191,107.11,107.168,382.0
2019-10-03 05:00:00+00:00,107.166,107.186,107.116,107.136,370.0
2019-10-03 06:00:00+00:00,107.134,107.286,107.084,107.272,1056.0
2019-10-03 07:00:00+00:00,107.27,107.298,107.21,107.231,1309.0
2019-10-03 08:00:00+00:00,107.228,107.27,107.086,107.114,1010.0
2019-10-03 09:00:00+00:00,107.112,107.153,107.052,107.152,642.0
2019-10-03 10:00:00+00:00,107.15,107.204,107.058,107.066,531.0
2019-10-03 11:00:00+00:00,107.064,107.082,106.872,106.918,886.0
2019-10-03 12:00:00+00:00,106.916,107.077,106.91,106.988,1110.0
2019-10-03 13:00:00+00:00,106.99,107.126,106.97,107.058,1743.0
2019-10-03 14:00:00+00:00,107.054,107.054,106.484,106.692,6015.0
2019-10-03 15:00:00+00:00,106.689,106.946,106.67,106.76,2917.0
2019-10-03 16:00:00+00:00,106.763,106.886,106.763,106.818,1524.0
2019-10-03 17:00:00+00:00,106.821,106.966,106.788,106.865,1736.0
2019-10-03 18:00:00+00:00,106.868,106.896,106.804,106.894,900.0
2019-10-03 19:00:00+00:00,106.892,106.912,106.849,106.864,567.0
2019-10-03 20:00:00+00:00,106.866,106.922,106.838,106.916,238.0
2019-10-03 21:00:00+00:00,106.923,106.932,106.854,106.882,324.0
2019-10-03 22:00:00+00:00,106.884,106.93,106.874,106.886,391.0
2019-10-03 23:00:00+00:00,106.884,106.896,106.815,106.833,445.0
2019-10-04 00:00:00+00:00,106.831,106.913,106.798,106.806,831.0
2019-10-04 01:00:00+00:00,106.808,106.872,106.8,106.8,511.0
2019-10-04 02:00:00+00:00,106.802,106.822,106.746,106.762,376.0
2019-10-04 03:00:00+00:00,106.76,106.794,106.75,106.769,220.0
2019-10-04 04:00:00+00:00,106.772,106.828,106.752,106.827,236.0
2019-10-04 05:00:00+00:00,106.83,106.849,106.804,106.828,421.0
2019-10-04 06:00:00+00:00,106.83,106.841,106.774,106.806,908.0
2019-10-04 07:00:00+00:00,106.804,106.808,106.73,106.77,869.0
2019-10-04 08:00:00+00:00,106.774,106.802,106.76,106.786,486.0
2019-10-04 09:00:00+00:00,106.784,106.786,106.743,106.745,419.0
2019-10-04 10:00:00+00:00,106.743,106.786,106.69,106.694,344.0
2019-10-04 11:00:00+00:00,106.697,106.752,106.646,106.718,675.0
2019-10-04 12:00:00+00:00,106.72,107.134,106.585,107.112,4028.0
2019-10-04 13:00:00+00:00,107.116,107.118,106.944,107.07,2972.0
2019-10-04 14:00:00+00:00,107.072,107.126,106.842,106.87,2156.0
2019-10-04 15:00:00+00:00,106.872,106.932,106.81,106.912,1513.0
2019-10-04 16:00:00+00:00,106.915,106.93,106.845,106.869,835.0
2019-10-04 17:00:00+00:00,106.866,106.898,106.816,106.896,728.0
2019-10-04 18:00:00+00:00,106.893,106.931,106.833,106.856,960.0
2019-10-04 19:00:00+00:00,106.858,106.892,106.827,106.838,544.0
2019-10-04 20:00:00+00:00,106.836,106.927,106.834,106.922,261.0
2019-10-06 21:00:00+00:00,106.666,106.746,106.656,106.678,314.0
2019-10-06 22:00:00+00:00,106.682,106.855,106.675,106.854,1415.0
2019-10-06 23:00:00+00:00,106.852,106.855,106.755,106.762,383.0
2019-10-07 00:00:00+00:00,106.764,106.816,106.715,106.718,755.0
2019-10-07 01:00:00+00:00,106.721,106.825,106.69,106.817,564.0
2019-10-07 02:00:00+00:00,106.82,106.836,106.794,106.796,304.0
2019-10-07 03:00:00+00:00,106.798,106.849,106.794,106.828,217.0
2019-10-07 04:00:00+00:00,106.826,106.883,106.826,106.863,282.0
2019-10-07 05:00:00+00:00,106.866,106.902,106.844,106.884,309.0
2019-10-07 06:00:00+00:00,106.882,106.906,106.856,106.856,344.0
2019-10-07 07:00:00+00:00,106.859,106.941,106.81,106.848,857.0
2019-10-07 08:00:00+00:00,106.851,106.897,106.81,106.857,670.0
2019-10-07 09:00:00+00:00,106.854,106.862,106.776,106.79,372.0
2019-10-07 10:00:00+00:00,106.793,106.89,106.782,106.89,369.0
2019-10-07 11:00:00+00:00,106.887,106.9,106.828,106.842,479.0
2019-10-07 12:00:00+00:00,106.84,106.91,106.802,106.91,552.0
2019-10-07 13:00:00+00:00,106.912,106.978,106.902,106.948,806.0
2019-10-07 14:00:00+00:00,106.95,107.033,106.908,106.93,859.0
2019-10-07 15:00:00+00:00,106.932,107.074,106.93,107.068,965.0
2019-10-07 16:00:00+00:00,107.07,107.179,107.044,107.128,758.0
2019-10-07 17:00:00+00:00,107.124,107.466,107.082,107.378,2862.0
2019-10-07 18:00:00+00:00,107.38,107.395,107.244,107.294,1427.0
2019-10-07 19:00:00+00:00,107.292,107.33,107.26,107.272,939.0
2019-10-07 20:00:00+00:00,107.27,107.312,107.242,107.254,301.0
2019-10-07 21:00:00+00:00,107.258,107.272,107.234,107.236,113.0
2019-10-07 22:00:00+00:00,107.238,107.248,107.208,107.225,277.0
2019-10-07 23:00:00+00:00,107.227,107.296,107.227,107.256,338.0
2019-10-08 00:00:00+00:00,107.258,107.381,107.244,107.36,846.0
2019-10-08 01:00:00+00:00,107.363,107.411,107.264,107.374,783.0
2019-10-08 02:00:00+00:00,107.371,107.413,107.32,107.374,527.0
2019-10-08 03:00:00+00:00,107.372,107.408,107.364,107.376,287.0
2019-10-08 04:00:00+00:00,107.374,107.402,107.359,107.394,290.0
2019-10-08 05:00:00+00:00,107.392,107.444,107.376,107.404,441.0
2019-10-08 06:00:00+00:00,107.406,107.432,107.35,107.374,615.0
2019-10-08 07:00:00+00:00,107.372,107.376,107.15,107.156,1339.0
2019-10-08 08:00:00+00:00,107.159,107.22,107.102,107.158,1190.0
2019-10-08 09:00:00+00:00,107.162,107.18,107.048,107.063,817.0
2019-10-08 10:00:00+00:00,107.066,107.078,106.888,106.954,1175.0
2019-10-08 11:00:00+00:00,106.952,106.954,106.806,106.866,1822.0
2019-10-08 12:00:00+00:00,106.863,106.968,106.826,106.956,1381.0
2019-10-08 13:00:00+00:00,106.959,106.979,106.862,106.926,1614.0
2019-10-08 14:00:00+00:00,106.929,107.162,106.885,107.104,2066.0
2019-10-08 15:00:00+00:00,107.102,107.152,107.03,107.059,1467.0
2019-10-08 16:00:00+00:00,107.056,107.212,107.048,107.148,945.0
2019-10-08 17:00:00+00:00,107.145,107.266,107.138,107.209,813.0
2019-10-08 18:00:00+00:00,107.212,107.299,106.944,107.123,4400.0
2019-10-08 19:00:00+00:00,107.125,107.198,107.075,107.09,3148.0
2019-10-08 20:00:00+00:00,107.093,107.116,107.04,107.087,312.0
2019-10-08 21:00:00+00:00,107.07,107.098,107.048,107.074,118.0
2019-10-08 22:00:00+00:00,107.071,107.076,107.006,107.018,354.0
2019-10-08 23:00:00+00:00,107.016,107.022,106.936,106.944,515.0
2019-10-09 00:00:00+00:00,106.947,107.094,106.945,107.074,674.0
2019-10-09 01:00:00+00:00,107.076,107.152,107.056,107.142,497.0
2019-10-09 02:00:00+00:00,107.14,107.206,107.131,107.176,347.0
2019-10-09 03:00:00+00:00,107.174,107.177,107.142,107.171,130.0
2019-10-09 04:00:00+00:00,107.169,107.173,107.114,107.152,210.0
2019-10-09 05:00:00+00:00,107.15,107.187,107.142,107.184,272.0
2019-10-09 06:00:00+00:00,107.186,107.214,107.138,107.163,375.0
2019-10-09 07:00:00+00:00,107.161,107.293,107.118,107.212,1198.0
2019-10-09 08:00:00+00:00,107.214,107.305,107.204,107.27,667.0
2019-10-09 09:00:00+00:00,107.266,107.408,107.248,107.342,2367.0
2019-10-09 10:00:00+00:00,107.34,107.399,107.296,107.366,657.0
2019-10-09 11:00:00+00:00,107.368,107.44,107.355,107.403,485.0
2019-10-09 12:00:00+00:00,107.4,107.406,107.318,107.379,558.0
2019-10-09 13:00:00+00:00,107.376,107.413,107.34,107.378,895.0
2019-10-09 14:00:00+00:00,107.376,107.413,107.36,107.39,870.0
2019-10-09 15:00:00+00:00,107.394,107.457,107.353,107.436,848.0
2019-10-09 16:00:00+00:00,107.438,107.584,107.438,107.578,593.0
2019-10-09 17:00:00+00:00,107.576,107.63,107.44,107.48,899.0
2019-10-09 18:00:00+00:00,107.483,107.565,107.444,107.544,972.0
2019-10-09 19:00:00+00:00,107.546,107.57,107.394,107.462,1899.0
2019-10-09 20:00:00+00:00,107.46,107.522,107.45,107.483,301.0
2019-10-09 21:00:00+00:00,107.47,107.51,107.46,107.466,196.0
2019-10-09 22:00:00+00:00,107.462,107.465,107.034,107.074,3160.0
2019-10-09 23:00:00+00:00,107.077,107.234,107.041,107.233,1300.0
2019-10-10 00:00:00+00:00,107.236,107.37,107.169,107.315,4335.0
2019-10-10 01:00:00+00:00,107.317,107.774,107.307,107.536,4087.0
2019-10-10 02:00:00+00:00,107.539,107.584,107.474,107.505,1016.0
2019-10-10 03:00:00+00:00,107.502,107.506,107.438,107.47,378.0
2019-10-10 04:00:00+00:00,107.472,107.507,107.442,107.502,255.0
2019-10-10 05:00:00+00:00,107.505,107.546,107.487,107.514,436.0
2019-10-10 06:00:00+00:00,107.512,107.552,107.438,107.476,876.0
2019-10-10 07:00:00+00:00,107.474,107.552,107.356,107.408,1304.0
2019-10-10 08:00:00+00:00,107.41,107.474,107.368,107.408,881.0
2019-10-10 09:00:00+00:00,107.41,107.44,107.356,107.389,640.0
2019-10-10 10:00:00+00:00,107.392,107.461,107.366,107.42,605.0
2019-10-10 11:00:00+00:00,107.422,107.459,107.386,107.454,643.0
2019-10-10 12:00:00+00:00,107.456,107.65,107.38,107.624,1539.0
2019-10-10 13:00:00+00:00,107.622,107.864,107.56,107.853,2188.0
2019-10-10 14:00:00+00:00,107.856,107.964,107.77,107.964,1875.0
2019-10-10 15:00:00+00:00,107.966,107.974,107.901,107.918,1126.0
2019-10-10 16:00:00+00:00,107.916,107.938,107.849,107.902,857.0
2019-10-10 17:00:00+00:00,107.899,107.924,107.824,107.91,921.0
2019-10-10 18:00:00+00:00,107.908,107.942,107.752,107.914,2203.0
2019-10-10 19:00:00+00:00,107.912,107.974,107.9,107.928,846.0
2019-10-10 20:00:00+00:00,107.926,108.02,107.846,107.953,881.0
2019-10-10 21:00:00+00:00,107.972,107.977,107.851,107.872,1128.0
2019-10-10 22:00:00+00:00,107.874,107.978,107.856,107.94,1038.0
2019-10-10 23:00:00+00:00,107.938,107.938,107.85,107.87,926.0
2019-10-11 00:00:00+00:00,107.872,108.13,107.852,108.058,1253.0
2019-10-11 01:00:00+00:00,108.055,108.078,107.966,107.97,938.0
2019-10-11 02:00:00+00:00,107.972,107.974,107.936,107.956,368.0
2019-10-11 03:00:00+00:00,107.954,107.998,107.95,107.978,267.0
2019-10-11 04:00:00+00:00,107.974,107.992,107.946,107.968,243.0
2019-10-11 05:00:00+00:00,107.971,108.016,107.962,108.014,507.0
2019-10-11 06:00:00+00:00,108.016,108.028,107.95,108.012,650.0
2019-10-11 07:00:00+00:00,108.014,108.016,107.905,107.916,928.0
2019-10-11 08:00:00+00:00,107.918,108.003,107.878,107.99,959.0
2019-10-11 09:00:00+00:00,107.987,108.167,107.969,108.121,729.0
2019-10-11 10:00:00+00:00,108.118,108.29,108.118,108.275,870.0
2019-10-11 11:00:00+00:00,108.273,108.487,108.25,108.456,1593.0
2019-10-11 12:00:00+00:00,108.46,108.47,108.339,108.401,1322.0
2019-10-11 13:00:00+00:00,108.403,108.5,108.349,108.474,1840.0
2019-10-11 14:00:00+00:00,108.477,108.622,108.461,108.583,2080.0
2019-10-11 15:00:00+00:00,108.588,108.628,108.441,108.52,2415.0
2019-10-11 16:00:00+00:00,108.518,108.579,108.271,108.4,3203.0
2019-10-11 17:00:00+00:00,108.402,108.592,108.396,108.412,2283.0
2019-10-11 18:00:00+00:00,108.414,108.514,108.41,108.508,762.0
2019-10-11 19:00:00+00:00,108.51,108.576,108.337,108.37,2984.0
2019-10-11 20:00:00+00:00,108.372,108.438,108.312,108.431,636.0
2019-10-11 21:00:00+00:00,108.426,108.426,108.426,108.426,1.0
2019-10-13 21:00:00+00:00,108.366,108.399,108.328,108.374,129.0
2019-10-13 22:00:00+00:00,108.379,108.516,108.373,108.509,834.0
2019-10-13 23:00:00+00:00,108.512,108.522,108.45,108.478,584.0
2019-10-14 00:00:00+00:00,108.476,108.478,108.238,108.302,1114.0
2019-10-14 01:00:00+00:00,108.3,108.334,108.199,108.258,1306.0
2019-10-14 02:00:00+00:00,108.256,108.32,108.232,108.306,558.0
2019-10-14 03:00:00+00:00,108.304,108.328,108.296,108.308,227.0
2019-10-14 04:00:00+00:00,108.305,108.364,108.302,108.31,238.0
2019-10-14 05:00:00+00:00,108.312,108.339,108.246,108.275,448.0
2019-10-14 06:00:00+00:00,108.278,108.304,108.18,108.253,840.0
2019-10-14 07:00:00+00:00,108.25,108.269,108.193,108.204,620.0
2019-10-14 08:00:00+00:00,108.206,108.29,108.2,108.256,313.0
2019-10-14 09:00:00+00:00,108.258,108.278,108.032,108.152,1704.0
2019-10-14 10:00:00+00:00,108.154,108.2,108.12,108.193,530.0
2019-10-14 11:00:00+00:00,108.196,108.24,108.173,108.236,421.0
2019-10-14 12:00:00+00:00,108.238,108.29,108.216,108.277,506.0
2019-10-14 13:00:00+00:00,108.28,108.36,108.266,108.344,964.0
2019-10-14 14:00:00+00:00,108.341,108.428,108.325,108.423,763.0
2019-10-14 15:00:00+00:00,108.42,108.456,108.402,108.402,493.0
2019-10-14 16:00:00+00:00,108.4,108.444,108.368,108.37,440.0
2019-10-14 17:00:00+00:00,108.368,108.402,108.364,108.398,286.0
2019-10-14 18:00:00+00:00,108.4,108.402,108.339,108.346,209.0
2019-10-14 19:00:00+00:00,108.344,108.405,108.338,108.402,221.0
2019-10-14 20:00:00+00:00,108.404,108.407,108.385,108.397,78.0
2019-10-14 21:00:00+00:00,108.412,108.415,108.351,108.368,76.0
2019-10-14 22:00:00+00:00,108.371,108.402,108.344,108.371,189.0
2019-10-14 23:00:00+00:00,108.374,108.448,108.37,108.4,486.0
2019-10-15 00:00:00+00:00,108.398,108.41,108.301,108.375,866.0
2019-10-15 01:00:00+00:00,108.378,108.452,108.341,108.368,886.0
2019-10-15 02:00:00+00:00,108.366,108.369,108.314,108.342,411.0
2019-10-15 03:00:00+00:00,108.34,108.344,108.282,108.313,409.0
2019-10-15 04:00:00+00:00,108.315,108.362,108.315,108.342,287.0
2019-10-15 05:00:00+00:00,108.34,108.34,108.304,108.322,394.0
2019-10-15 06:00:00+00:00,108.324,108.38,108.282,108.368,981.0
2019-10-15 07:00:00+00:00,108.37,108.41,108.341,108.352,802.0
2019-10-15 08:00:00+00:00,108.35,108.409,108.312,108.34,649.0
2019-10-15 09:00:00+00:00,108.337,108.352,108.216,108.295,923.0
2019-10-15 10:00:00+00:00,108.292,108.292,108.157,108.216,646.0
2019-10-15 11:00:00+00:00,108.213,108.376,108.21,108.33,784.0
2019-10-15 12:00:00+00:00,108.327,108.366,108.302,108.347,754.0
2019-10-15 13:00:00+00:00,108.344,108.469,108.318,108.464,929.0
2019-10-15 14:00:00+00:00,108.462,108.82,108.441,108.804,2257.0
2019-10-15 15:00:00+00:00,108.802,108.887,108.769,108.838,1796.0
2019-10-15 16:00:00+00:00,108.836,108.883,108.792,108.86,682.0
2019-10-15 17:00:00+00:00,108.863,108.899,108.838,108.856,441.0
2019-10-15 18:00:00+00:00,108.854,108.886,108.834,108.842,353.0
2019-10-15 19:00:00+00:00,108.838,108.886,108.827,108.874,448.0
2019-10-15 20:00:00+00:00,108.872,108.882,108.838,108.862,139.0
2019-10-15 21:00:00+00:00,108.858,108.866,108.816,108.839,130.0
2019-10-15 22:00:00+00:00,108.837,108.864,108.832,108.845,332.0
2019-10-15 23:00:00+00:00,108.847,108.856,108.799,108.802,404.0
2019-10-16 00:00:00+00:00,108.8,108.851,108.606,108.728,1744.0
2019-10-16 01:00:00+00:00,108.73,108.742,108.601,108.706,1360.0
2019-10-16 02:00:00+00:00,108.709,108.712,108.658,108.686,388.0
2019-10-16 03:00:00+00:00,108.683,108.699,108.634,108.686,529.0
2019-10-16 04:00:00+00:00,108.684,108.688,108.625,108.652,330.0
2019-10-16 05:00:00+00:00,108.654,108.7,108.631,108.661,512.0
2019-10-16 06:00:00+00:00,108.663,108.772,108.663,108.729,1393.0
2019-10-16 07:00:00+00:00,108.732,108.756,108.596,108.649,1649.0
2019-10-16 08:00:00+00:00,108.652,108.718,108.612,108.71,713.0
2019-10-16 09:00:00+00:00,108.708,108.72,108.626,108.696,1129.0
2019-10-16 10:00:00+00:00,108.692,108.738,108.628,108.732,789.0
2019-10-16 11:00:00+00:00,108.735,108.798,108.716,108.746,568.0
2019-10-16 12:00:00+00:00,108.744,108.814,108.566,108.66,2633.0
2019-10-16 13:00:00+00:00,108.662,108.77,108.622,108.674,1369.0
2019-10-16 14:00:00+00:00,108.672,108.846,108.654,108.82,1339.0
2019-10-16 15:00:00+00:00,108.818,108.838,108.702,108.712,933.0
2019-10-16 16:00:00+00:00,108.715,108.724,108.664,108.67,628.0
2019-10-16 17:00:00+00:00,108.672,108.742,108.669,108.678,662.0
2019-10-16 18:00:00+00:00,108.682,108.783,108.68,108.763,416.0
2019-10-16 19:00:00+00:00,108.766,108.77,108.718,108.768,330.0
2019-10-16 20:00:00+00:00,108.77,108.782,108.746,108.764,144.0
2019-10-16 21:00:00+00:00,108.769,108.769,108.714,108.728,182.0
2019-10-16 22:00:00+00:00,108.726,108.748,108.687,108.704,518.0
2019-10-16 23:00:00+00:00,108.706,108.735,108.672,108.683,322.0
2019-10-17 00:00:00+00:00,108.68,108.748,108.644,108.695,1040.0
2019-10-17 01:00:00+00:00,108.697,108.828,108.672,108.805,1029.0
2019-10-17 02:00:00+00:00,108.803,108.822,108.768,108.78,317.0
2019-10-17 03:00:00+00:00,108.778,108.784,108.756,108.777,182.0
2019-10-17 04:00:00+00:00,108.78,108.783,108.725,108.734,245.0
2019-10-17 05:00:00+00:00,108.736,108.766,108.7,108.757,531.0
2019-10-17 06:00:00+00:00,108.755,108.778,108.723,108.768,597.0
2019-10-17 07:00:00+00:00,108.771,108.851,108.764,108.84,819.0
2019-10-17 08:00:00+00:00,108.838,108.87,108.772,108.818,885.0
2019-10-17 09:00:00+00:00,108.821,108.94,108.717,108.749,2767.0
2019-10-17 10:00:00+00:00,108.751,108.854,108.751,108.803,1204.0
2019-10-17 11:00:00+00:00,108.8,108.802,108.676,108.747,1103.0
2019-10-17 12:00:00+00:00,108.744,108.774,108.626,108.716,1409.0
2019-10-17 13:00:00+00:00,108.718,108.744,108.556,108.584,1580.0
2019-10-17 14:00:00+00:00,108.586,108.666,108.526,108.646,1296.0
2019-10-17 15:00:00+00:00,108.642,108.698,108.51,108.514,1415.0
2019-10-17 16:00:00+00:00,108.516,108.564,108.452,108.519,771.0
2019-10-17 17:00:00+00:00,108.522,108.615,108.515,108.601,459.0
2019-10-17 18:00:00+00:00,108.604,108.684,108.594,108.676,548.0
2019-10-17 19:00:00+00:00,108.68,108.686,108.611,108.632,395.0
2019-10-17 20:00:00+00:00,108.634,108.665,108.62,108.654,189.0
2019-10-17 21:00:00+00:00,108.668,108.668,108.616,108.622,159.0
2019-10-17 22:00:00+00:00,108.62,108.637,108.597,108.597,292.0
2019-10-17 23:00:00+00:00,108.594,108.616,108.553,108.594,388.0
2019-10-18 00:00:00+00:00,108.596,108.686,108.582,108.669,804.0
2019-10-18 01:00:00+00:00,108.672,108.686,108.598,108.599,664.0
2019-10-18 02:00:00+00:00,108.601,108.67,108.543,108.567,783.0
2019-10-18 03:00:00+00:00,108.565,108.59,108.524,108.562,455.0
2019-10-18 04:00:00+00:00,108.565,108.586,108.554,108.578,297.0
2019-10-18 05:00:00+00:00,108.581,108.595,108.516,108.538,426.0
2019-10-18 06:00:00+00:00,108.536,108.602,108.536,108.582,555.0
2019-10-18 07:00:00+00:00,108.586,108.664,108.549,108.646,703.0
2019-10-18 08:00:00+00:00,108.648,108.722,108.626,108.692,594.0
2019-10-18 09:00:00+00:00,108.694,108.7,108.638,108.638,373.0
2019-10-18 10:00:00+00:00,108.64,108.661,108.57,108.658,371.0
2019-10-18 11:00:00+00:00,108.656,108.674,108.567,108.584,556.0
2019-10-18 12:00:00+00:00,108.586,108.586,108.524,108.552,613.0
2019-10-18 13:00:00+00:00,108.549,108.549,108.423,108.5,1242.0
2019-10-18 14:00:00+00:00,108.502,108.522,108.417,108.521,1246.0
2019-10-18 15:00:00+00:00,108.518,108.569,108.424,108.45,836.0
2019-10-18 16:00:00+00:00,108.448,108.486,108.386,108.422,923.0
2019-10-18 17:00:00+00:00,108.424,108.504,108.422,108.498,598.0
2019-10-18 18:00:00+00:00,108.496,108.498,108.426,108.45,445.0
2019-10-18 19:00:00+00:00,108.452,108.468,108.394,108.408,501.0
2019-10-18 20:00:00+00:00,108.411,108.427,108.389,108.423,332.0
2019-10-20 23:00:00+00:00,108.423,108.423,108.423,108.423,1.0
2019-10-21 00:00:00+00:00,108.423,108.423,108.423,108.423,2.0
2019-10-21 01:00:00+00:00,108.479,108.494,108.448,108.482,565.0
2019-10-21 02:00:00+00:00,108.485,108.516,108.474,108.49,373.0
2019-10-21 03:00:00+00:00,108.488,108.502,108.472,108.484,224.0
2019-10-21 04:00:00+00:00,108.486,108.554,108.486,108.538,251.0
2019-10-21 05:00:00+00:00,108.54,108.54,108.457,108.504,287.0
2019-10-21 06:00:00+00:00,108.502,108.55,108.466,108.491,781.0
2019-10-21 07:00:00+00:00,108.488,108.579,108.458,108.56,917.0
2019-10-21 08:00:00+00:00,108.562,108.663,108.562,108.608,720.0
2019-10-21 09:00:00+00:00,108.61,108.621,108.537,108.572,499.0
2019-10-21 10:00:00+00:00,108.574,108.592,108.566,108.582,281.0
2019-10-21 11:00:00+00:00,108.58,108.585,108.541,108.558,329.0
2019-10-21 12:00:00+00:00,108.56,108.577,108.496,108.526,491.0
2019-10-21 13:00:00+00:00,108.524,108.544,108.454,108.498,964.0
2019-10-21 14:00:00+00:00,108.496,108.552,108.458,108.547,851.0
2019-10-21 15:00:00+00:00,108.55,108.602,108.544,108.573,675.0
2019-10-21 16:00:00+00:00,108.575,108.577,108.518,108.576,383.0
