date,pls
20210303,-0.0006200000000000649
20210303,0.0008999999999999009
20210303,-0.0007099999999997664
20210303,-0.0004099999999997994
20210303,0.0019200000000001438
20210303,-0.00029999999999996696
20210303,-0.0003900000000001125
20210303,-0.00038000000000004697
20210303,0.0006099999999999994
20210303,-0.0005399999999999849
20210303,-0.0004999999999999449
20210303,-0.00029999999999996696
20210303,0.004550000000000054
20210303,-0.0004999999999999449
20210303,-0.00045000000000006146
20210303,-0.000280000000000058
20210303,-0.00023999999999979593
20210303,-0.0004099999999997994
20210303,-0.000140000000000029
20210303,0.0005500000000000504
20210303,0.0035200000000001896
20210303,-0.00045000000000006146
20210303,-0.000260000000000149
20210303,-7.999999999985796e-05
20210303,-0.0007799999999997809
20210303,0.0005800000000000249
20210303,-0.0005999999999999339
20210303,-0.00014999999999987246
20210304,-0.00032999999999994145
20210304,0.0028799999999997716
20210304,-0.0012500000000001954
20210304,-0.0009500000000000064
20210304,-0.0005699999999999594
20210304,-0.0001100000000000545
20210304,-0.0004999999999999449
20210304,-0.00042999999999993044
20210304,-0.000260000000000149
20210304,-0.0003300000000001635
20210304,-0.0004700000000001925
20210304,-0.000500000000000167
20210304,0.00041000000000002146
20210304,-0.00017000000000000348
20210304,-0.00038000000000004697
20210304,-0.00017000000000000348
20210304,-0.00026999999999999247
20210304,0.00034000000000000696
20210304,0.0007200000000000539
20210304,0.00014000000000025103
20210304,-0.0005399999999997629
20210304,-0.0005100000000000104
20210304,0.0015700000000000713
20210304,-0.0006200000000000649
20210304,0.0008999999999999009
20210304,-0.0007099999999997664
20210304,-0.0004099999999997994
20210304,0.0019200000000001438
20210304,-0.00029999999999996696
20210304,-0.0003900000000001125
20210304,-0.00038000000000004697
20210304,0.0006099999999999994
20210304,-0.0005399999999999849
20210304,-0.0004999999999999449
20210304,-0.00029999999999996696
20210304,0.004550000000000054
20210304,-0.0004999999999999449
20210304,-0.00045000000000006146
20210304,-0.000280000000000058
20210304,-0.00023999999999979593
20210304,-0.0004099999999997994
20210304,-0.000140000000000029
20210304,0.0005500000000000504
20210304,0.0035200000000001896
20210304,-0.00045000000000006146
20210304,-0.000260000000000149
20210304,-7.999999999985796e-05
20210304,-0.0007799999999997809
20210304,0.0005800000000000249
20210304,-0.0005999999999999339
20210304,-0.00014999999999987246
20210304,-0.0006799999999997919
20210304,-0.00014999999999987246
20210304,-0.00018999999999991246
20210304,-0.000360000000000138
20210304,-0.0002700000000002145
20210304,0.0014700000000000824
20210304,-0.0004599999999996829
20210304,-0.00021999999999988695
20210304,-0.00042999999999993044
20210304,-0.00016999999999978144
20210304,-0.0006399999999999739
20210304,-0.0008900000000000574
20210304,-0.00036999999999998145
20210304,-0.0013000000000000789
20210304,-0.001000000000000112
20210304,0.006599999999999939
20210304,-0.00025999999999992696
20210304,-0.00038999999999989043
20210304,-0.00048000000000003595
20210304,-0.000600000000000156
20210304,-0.0009600000000000719
20210305,-0.00032999999999994145
20210305,0.0028799999999997716
20210305,-0.0012500000000001954
20210305,-0.0009500000000000064
20210305,-0.0005699999999999594
20210305,-0.0001100000000000545
20210305,-0.0004999999999999449
20210305,-0.00042999999999993044
20210305,-0.000260000000000149
20210305,-0.0003300000000001635
20210305,-0.0004700000000001925
20210305,-0.000500000000000167
20210305,0.00041000000000002146
20210305,-0.00017000000000000348
20210305,-0.00038000000000004697
20210305,-0.00017000000000000348
20210305,-0.00026999999999999247
20210305,0.00034000000000000696
20210305,0.0007200000000000539
20210305,0.00014000000000025103
20210305,-0.0005399999999997629
20210305,-0.0005100000000000104
20210305,0.0015700000000000713
20210305,-0.0006200000000000649
20210305,0.0008999999999999009
20210305,-0.0007099999999997664
20210305,-0.0004099999999997994
20210305,0.0019200000000001438
20210305,-0.00029999999999996696
20210305,-0.0003900000000001125
20210305,-0.00038000000000004697
20210305,0.0006099999999999994
20210305,-0.0005399999999999849
20210305,-0.0004999999999999449
20210305,-0.00029999999999996696
20210305,0.004550000000000054
20210305,-0.0004999999999999449
20210305,-0.00045000000000006146
20210305,-0.000280000000000058
20210305,-0.00023999999999979593
20210305,-0.0004099999999997994
20210305,-0.000140000000000029
20210305,0.0005500000000000504
20210305,0.0035200000000001896
20210305,-0.00045000000000006146
20210305,-0.000260000000000149
20210305,-7.999999999985796e-05
20210305,-0.0007799999999997809
20210305,0.0005800000000000249
20210305,-0.0005999999999999339
20210305,-0.00014999999999987246
20210305,-0.0006799999999997919
20210305,-0.00014999999999987246
20210305,-0.00018999999999991246
20210305,-0.000360000000000138
20210305,-0.0002700000000002145
20210305,0.0014700000000000824
20210305,-0.0004599999999996829
20210305,-0.00021999999999988695
20210305,-0.00042999999999993044
20210305,-0.00016999999999978144
20210305,-0.0006399999999999739
20210305,-0.0008900000000000574
20210305,-0.00036999999999998145
20210305,-0.0013000000000000789
20210305,-0.001000000000000112
20210305,0.006599999999999939
20210305,-0.00025999999999992696
20210305,-0.00038999999999989043
20210305,-0.00048000000000003595
20210305,-0.000600000000000156
20210305,-0.0009600000000000719
20210305,-0.0004700000000001925
20210305,-0.000320000000000098
20210305,-0.00041000000000002146
20210305,-0.00019999999999997797
20210305,-0.0006899999999998574
20210305,0.0022600000000001508
20210305,-0.00025999999999992696
20210305,-0.0008099999999999774
20210305,-0.000260000000000149
20210305,-0.00022999999999995246
20210305,-0.00020999999999982144
20210305,-0.0006599999999998829
20210305,-0.0014199999999999768
20210305,0.00011999999999989797
20210305,-0.0006500000000000394
20210305,-0.00036999999999998145
20210305,0.0005999999999999339
20210305,0.00036999999999998145
20210305,-0.0007500000000000284
20210305,-0.0009200000000000319
20210305,-0.0011399999999999189
20210305,-8.999999999992347e-05
20210305,-0.0004899999999998794
20210305,-0.0003500000000000725
20210305,-0.0003300000000001635
20210305,-0.0008600000000000829
20210305,-0.0010499999999999954
20210305,-0.0005699999999999594
20210305,-0.0004999999999999449
20210305,-0.0005199999999998539
20210305,-0.00042999999999993044
20210305,-0.00022999999999995246
20210305,-0.00039999999999995595
20210305,-0.0007200000000000539
20210305,-0.00038000000000004697
