date,pls
20210301,-0.00032999999999994145
20210301,0.0028799999999997716
20210301,-0.0012500000000001954
20210301,-0.0009500000000000064
20210301,-0.0005699999999999594
20210301,-0.0001100000000000545
20210301,-0.0004999999999999449
20210301,-0.00042999999999993044
20210301,-0.000260000000000149
20210301,-0.0003300000000001635
20210301,-0.0004700000000001925
20210301,-0.000500000000000167
20210301,0.00041000000000002146
20210301,-0.00017000000000000348
20210301,-0.00038000000000004697
20210301,-0.00017000000000000348
20210301,-0.00026999999999999247
20210301,0.00034000000000000696
20210301,0.0007200000000000539
20210301,0.00014000000000025103
20210301,-0.0005399999999997629
20210301,-0.0005100000000000104
20210302,-0.00032999999999994145
20210302,0.0028799999999997716
20210302,-0.0012500000000001954
20210302,-0.0009500000000000064
20210302,-0.0005699999999999594
20210302,-0.0001100000000000545
20210302,-0.0004999999999999449
20210302,-0.00042999999999993044
20210302,-0.000260000000000149
20210302,-0.0003300000000001635
20210302,-0.0004700000000001925
20210302,-0.000500000000000167
20210302,0.00041000000000002146
20210302,-0.00017000000000000348
20210302,-0.00038000000000004697
20210302,-0.00017000000000000348
20210302,-0.00026999999999999247
20210302,0.00034000000000000696
20210302,0.0007200000000000539
20210302,0.00014000000000025103
20210302,-0.0005399999999997629
20210302,-0.0005100000000000104
20210302,0.0015700000000000713
20210302,-0.0006200000000000649
20210302,0.0008999999999999009
20210302,-0.0007099999999997664
20210302,-0.0004099999999997994
20210302,0.0019200000000001438
20210302,-0.00029999999999996696
20210302,-0.0003900000000001125
20210302,-0.00038000000000004697
20210302,0.0006099999999999994
20210302,-0.0005399999999999849
20210302,-0.0004999999999999449
20210302,-0.00029999999999996696
20210302,0.004550000000000054
20210303,-0.00032999999999994145
20210303,0.0028799999999997716
20210303,-0.0012500000000001954
20210303,-0.0009500000000000064
20210303,-0.0005699999999999594
20210303,-0.0001100000000000545
20210303,-0.0004999999999999449
20210303,-0.00042999999999993044
20210303,-0.000260000000000149
20210303,-0.0003300000000001635
20210303,-0.0004700000000001925
20210303,-0.000500000000000167
20210303,0.00041000000000002146
20210303,-0.00017000000000000348
20210303,-0.00038000000000004697
20210303,-0.00017000000000000348
20210303,-0.00026999999999999247
20210303,0.00034000000000000696
20210303,0.0007200000000000539
20210303,0.00014000000000025103
20210303,-0.0005399999999997629
20210303,-0.0005100000000000104
20210303,0.0015700000000000713
